,name,label,text
1611,Ses01F_impro05_M017,neu,this is the only track record that we have and if it's not listed here then it's probably not anywhere.
1612,Ses01F_impro05_F014,ang,"You're kidding me, this is a joke."
1613,Ses01F_impro05_M018,xxx,"Once again, I'm really- I'm really sorry."
1614,Ses01F_impro05_F015,ang,Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.
1615,Ses01F_impro05_M019,neu,Yes.
1616,Ses01F_impro05_M020,neu,I know.
1617,Ses01F_impro05_F016,ang,We flew in from Paris.  I've been shopping for three weeks.
1618,Ses01F_impro05_M021,xxx,"I'm very sorry.  But if you see the sign that's right behind me here, it spells it out really clearly that we are not held liable--"
1619,Ses01F_impro05_F017,ang,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.
1620,Ses01F_impro05_M022,neu,Okay. Calm-
1621,Ses01F_impro05_M023,neu,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really"
1622,Ses01F_impro05_F018,ang,Do you understand who my husband is?
1623,Ses01F_impro05_F019,ang,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it."
1624,Ses01F_impro05_M024,neu,"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that."
1625,Ses01F_impro05_F020,ang,Oh-Oh.  It's a gift.  You're-You're helping me out here?
1626,Ses01F_impro05_M025,neu,It's a gift.
1627,Ses01F_impro05_M026,neu,"You know, the airlines can not be held responsible for every bag of luggage that comes through here."
1628,Ses01F_impro05_F021,ang,You are cruising for a bruising.  You are in so much trouble.
1629,Ses01F_impro05_M027,neu,With the amount of--
1630,Ses01F_impro05_F022,ang,Who's in charge?  Who is the president of Jet Blue?
1631,Ses01F_impro05_M028,neu,"Um, actually, I don't know. I don't know. Oh really?"
1632,Ses01F_impro05_F023,ang,Because I probably know him.
1633,Ses01F_impro05_F024,ang,Yeah.
1634,Ses01F_impro05_M029,neu,Well then maybe you can just call him and he can give you more money.  But right now all I can do--
1635,Ses01F_impro05_F025,ang,"I don't want money, I want my clothes."
1636,Ses01F_impro05_M030,neu,"Right now all I can do is just give you this fifty dollars, I'm really sorry."
1637,Ses01F_impro05_F026,ang,What's your name?
1638,Ses01F_impro05_M031,neu,Oh.  My name is Sean. Hi.
1639,Ses01F_impro05_F027,xxx,Sean.  Great. Do you have a badge number or something?
1640,Ses01F_impro05_M032,sur,"Badge number?  Uh, no.  You can just take my employee number I guess."
1641,Ses01F_impro05_F028,ang,Okay.  I'll do that.
1642,Ses01F_impro05_M033,sur,Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.
1643,Ses01F_impro05_F029,ang,I don't think you have done everything you could do because I don't have my bag here yet.
1644,Ses01F_impro05_M034,neu,"If you want, you can write a letter.  I can give you the address. Yes.  An angry--"
1645,Ses01F_impro05_F030,ang,A letter? I'll make a personal phone call.
1646,Ses01F_impro05_M035,neu,"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more..."
1647,Ses01M_impro05_F000,neu,Can I help you?
1648,Ses01M_impro05_M000,fru,"Yes, please help me.  Where is my bag?"
1649,Ses01M_impro05_F001,neu,I need a little more information.
1650,Ses01M_impro05_M001,fru,"Where is my bag?  Come on, I've been here for four hours."
1651,Ses01M_impro05_F002,neu,What- What flight did you come in on?
1652,Ses01M_impro05_M002,fru,"Okay, I'm coming in from Atlanta."
1653,Ses01M_impro05_F003,neu,Georgia?
1654,Ses01M_impro05_M003,xxx,"Yes, Georgia.  Good for you I need my bag.  Can you..."
1655,Ses01M_impro05_F004,neu,"There's no need for you to raise your voice, sir."
1656,Ses01M_impro05_F005,neu,I've been college educated.
1657,Ses01M_impro05_F006,neu,I speak your language.
1658,Ses01M_impro05_M004,ang,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?
1659,Ses01M_impro05_M005,ang,"Listen, shut your smug mouth, okay?  I don't need that."
1660,Ses01M_impro05_F007,neu,I'm just saying you don't need to talk to me like I-
1661,Ses01M_impro05_M006,ang,I've been sitting here for four hours.
1662,Ses01M_impro05_F008,fru,I'm not a child.
1663,Ses01M_impro05_F009,xxx,I've been here for sixteen.
1664,Ses01M_impro05_M007,ang,You people have just been tossing me around like a used hanky.
1665,Ses01M_impro05_F010,xxx,I come here every single day.
1666,Ses01M_impro05_M008,ang,You work here.
1667,Ses01M_impro05_F011,neu,"Details, Details.  Well, anyhow can I--"
1668,Ses01M_impro05_F012,neu,so you flew in from Atlanta...
1669,Ses01M_impro05_M009,fru,My bag from Atlanta.
1670,Ses01M_impro05_F013,neu,Four...Four hours ago.
1671,Ses01M_impro05_M010,fru,It's a little black bag with wheels.
1672,Ses01M_impro05_F014,neu,Do you have any i-?
1673,Ses01M_impro05_M011,xxx,That you wouldn't let me put in the overhead compartment.  You said I had to check it.
1674,Ses01M_impro05_F015,neu,I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.
1675,Ses01M_impro05_M012,xxx,It's a tiny little bag.
1676,Ses01M_impro05_F016,neu,I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.
1677,Ses01M_impro05_M013,xxx,"It was right in the middle of five different people.  I had a huge fat lady next me, a crying kid on left I went like can I please get a Bloody Mary, please? Will you bring a Bloody Mary?"
1678,Ses01M_impro05_F017,neu,"I have some unfortunate news, uh, that your bag isn't going to be--"
1679,Ses01M_impro05_F018,neu,--arriving any time soon.
1680,Ses01M_impro05_M014,xxx,"Just had a really, really stressful day, okay?  And I need my bag; can you please help me get my bag?"
1681,Ses01M_impro05_F019,neu,I'm really sorry to tell you this but...
1682,Ses01M_impro05_M015,neu,Okay.
1683,Ses01M_impro05_F020,neu,It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...
1684,Ses01M_impro05_F021,neu,...and your future...
1685,Ses01M_impro05_M016,xxx,"I'm sorry, wait a minute.  Are you saying I'm not going to get my bag at all?"
1686,Ses01M_impro05_F022,neu,No.
1687,Ses01M_impro05_M017,xxx,It's gone.
1688,Ses01M_impro05_F023,neu,Yes.
1689,Ses01M_impro05_M018,fru,Where is it?  Where did it go?
1690,Ses01M_impro05_F024,neu,We've actually...
1691,Ses01M_impro05_M019,xxx,You mean did someone steal it? Do people steal bags?
1692,Ses01M_impro05_F025,neu,They do as matter of fact.  We don't like to publicize it because
1693,Ses01M_impro05_F026,neu,people wouldn't Fly our airline.
1694,Ses01M_impro05_M020,ang,Probably people that work for your company huh?
1695,Ses01M_impro05_M021,ang,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?
1696,Ses01M_impro05_F027,neu,What was that?
1697,Ses01M_impro05_M022,ang,My computer which has all of my data which I'm collecting right now.
1698,Ses01M_impro05_F028,neu,That's unfortunate.
1699,Ses01M_impro05_M023,ang,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.
1700,Ses01M_impro05_F029,neu,That's too bad.
1701,Ses01M_impro05_M024,ang,"Fifty dollars is not going to cover me for my job, okay?"
1702,Ses01M_impro05_F030,neu,I wish I could give it to you.
1703,Ses01M_impro05_M025,ang,Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.
1704,Ses01M_impro05_F031,neu,I wish I-
1705,Ses01M_impro05_F032,neu,That's not - no.
1706,Ses01M_impro05_F033,neu,No.
1707,Ses01M_impro05_M026,ang,It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.
1708,Ses01M_impro05_F034,neu,We have plenty of aggressive searching going on it's not there.  Someone's taken it.
1709,Ses01M_impro05_M027,ang,"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes."
1710,Ses01M_impro05_M028,ang,I know what you guys do when you're not working you're union people; you just sit around on your ass.
1711,Ses01M_impro05_F035,fru,You know I don't need to take this sort of abuse.
1712,Ses01M_impro05_M029,xxx,"Well, I don't need to take this kind of abuse either.  I just was trying get back to Atlanta. I just got home, I just want to get my bag and get my stuff. And keep my job."
1713,Ses01M_impro05_F036,xxx,That's fantastic.
1714,Ses01M_impro05_F037,xxx,Then why don't you take your fifty dollars. Get yourself a taxi and go shopping tomorrow.
1715,Ses01M_impro05_M030,fru,[BREATHING]
1716,Ses01M_impro05_M031,ang,Thank you very much.
1717,Ses01F_impro07_M000,exc,Did you get the letter?
1718,Ses01F_impro07_F000,exc,"Yes.  There's a big envelope it says, you're in. I know."
1719,Ses01F_impro07_M001,exc,Yeah. That is so awesome.
1720,Ses01F_impro07_M002,exc,Oh my God. What are you going to do? [LAUGHTER]
1721,Ses01F_impro07_F001,xxx,So I have to move back to the ghetto but...I know.
1722,Ses01F_impro07_M003,exc,"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly."
1723,Ses01F_impro07_F002,exc,"I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that."
1724,Ses01F_impro07_M004,exc,"Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?"
1725,Ses01F_impro07_F003,exc,"Oh- I know, I know, I know, I know."
1726,Ses01F_impro07_F004,exc,"I don't know.  I spend so much time commuting as it is, I'd rather."
1727,Ses01F_impro07_M005,exc,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.
1728,Ses01F_impro07_F005,exc,I know. We should throw a party.
1729,Ses01F_impro07_F006,xxx,"At Arapaho we could afford that. [GARBAGE]. Yeah.  So what are you doing this summer, though?  You're staying around, too, yeah?"
1730,Ses01F_impro07_M006,exc,A rapper party ho. Yeah. Okay.
1731,Ses01F_impro07_M007,exc,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo."
1732,Ses01F_impro07_F007,xxx,It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.
1733,Ses01F_impro07_M008,exc,Yeah.  Big time.
1734,Ses01F_impro07_M009,exc,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?
1735,Ses01F_impro07_F008,xxx,"Umm. It's...It's uhh...It's Critical Studies. It's a really prestigious program, so they say."
1736,Ses01F_impro07_M010,xxx,"Oh, okay."
1737,Ses01F_impro07_M011,xxx,Ooh. Fancy.
1738,Ses01F_impro07_F009,exc,Yeah.  I'm not sure.
1739,Ses01F_impro07_M012,neu,Is this a Masters or a P.h.D.?  Or can you...? Nice
1740,Ses01F_impro07_F010,exc,Umm...P.h.D. [LAUGHTER]
1741,Ses01F_impro07_M013,neu,"That's good.  Don't you have to like teach a class, too, when you do that?"
1742,Ses01F_impro07_F011,xxx,"Um, yeah, yeah.  I'm a TA for two sessions. Mmhmm."
1743,Ses01F_impro07_M014,exc,"Teacher. Mrs. Nash, I have a question."
1744,Ses01F_impro07_F012,exc,So I get to mold young minds. Mrs.?  That's my mother.
1745,Ses01F_impro07_M015,exc,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.
1746,Ses01F_impro07_F013,exc,"I would be like- Oh. Right, right, right."
1747,Ses01F_impro07_M016,xxx,"Mrs. Nash.  That's so awesome, though."
1748,Ses01F_impro07_F014,xxx,"Yeah. Yeah I'm excited. Hooray.  And then I'll be a millionaire once I graduate, you understand? Because that's the way it works."
1749,Ses01F_impro07_M017,exc,Yay...School's fun.
1750,Ses01F_impro07_M018,neu,"Of course, right.  That's where the real money is, being a student."
1751,Ses01F_impro07_F015,xxx,Yeah.  Totally. [LAUGHTER]
1752,Ses01F_impro07_M019,hap,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.
1753,Ses01F_impro07_F016,exc,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah."
1754,Ses01M_impro01_F000,ang,Next.
1755,Ses01M_impro01_M000,fru,"Yes, me. Okay, okay here we go."
1756,Ses01M_impro01_F001,ang,My window is open.
1757,Ses01M_impro01_M001,fru,"Okay, so filled out all these forms  --"
1758,Ses01M_impro01_F002,xxx,This is... Your last- Your first name is Jones?
1759,Ses01M_impro01_M002,fru,and I have This form of ID here so...
1760,Ses01M_impro01_M003,neu,"Yes, Jones."
1761,Ses01M_impro01_F003,xxx,That's just strange I figured you filled in wrong sections.
1762,Ses01M_impro01_M004,xxx,Well...
1763,Ses01M_impro01_F004,fru,What are you... what's...What are you applying for?
1764,Ses01M_impro01_M005,fru,I'm just applying for another ID.
1765,Ses01M_impro01_F005,xxx,Another ID?
1766,Ses01M_impro01_M006,fru,"Yes.  I'm supposed to have three forms of ID for this.  It's a long story, I'm supposed to have three forms of ID for this other job I really don't get into but I need another..."
1767,Ses01M_impro01_F006,xxx,Fine.  So I need ID.
1768,Ses01M_impro01_M007,fru,"I have it right here, yes."
1769,Ses01M_impro01_F007,ang,"No, I need your ID to give you a second ID."
1770,Ses01M_impro01_F008,ang,It's really simple if you have a problem with it... Maybe you should--
1771,Ses01M_impro01_M008,fru,But that's...
1772,Ses01M_impro01_M009,fru,"That's why I'm here, that's why I was waiting in this line.  I need to get another form of ID."
1773,Ses01M_impro01_F009,xxx,"Well, do you have your passport?"
1774,Ses01M_impro01_M010,neu,"No, I don't have a passport."
1775,Ses01M_impro01_F010,fru,You have a birth certificate?
1776,Ses01M_impro01_M011,fru,"I don't where it is though, I don't have with me.  Can I get it from somewhere?  I mean..."
1777,Ses01M_impro01_F011,ang,What do you expect me to do?
1778,Ses01M_impro01_M012,fru,I probably have to go wait another line to get my birth certificate don't I?
1779,Ses01M_impro01_F012,ang,Probably.
1780,Ses01M_impro01_M013,fru,You're very helpful.  What's your name?
1781,Ses01M_impro01_F013,xxx,Joy.
1782,Ses01M_impro01_M014,xxx,"Hi, Joy."
1783,Ses01M_impro01_F014,xxx,Hi.   You know...
1784,Ses01M_impro01_M015,fru,So can you help me or not?
1785,Ses01M_impro01_F015,fru,I am..I don't..I don't understand what you want.  A driver's license or a California ID.
1786,Ses01M_impro01_M016,fru,Okay. [BREATHING]
1787,Ses01M_impro01_M017,fru,I need California ID.
1788,Ses01M_impro01_F016,xxx,Okay.
1789,Ses01M_impro01_M018,fru,On top of these other two forms of ID which I already have.
1790,Ses01M_impro01_F017,xxx,"What... well, do you have a driver's license?"
1791,Ses01M_impro01_M019,fru,"No, I don't have driver's license."
1792,Ses01M_impro01_F018,xxx,Then how am I supposed to give you a California ID?
1793,Ses01M_impro01_M020,ang,Did you even look at the form?  I filled it out all these questions--
1794,Ses01M_impro01_F019,ang,Don't raise your voice with me.
1795,Ses01M_impro01_M021,xxx,Did you even look at the form?  I've already answered these question.
1796,Ses01M_impro01_F020,ang,Don't talk to me like I'm a child.
1797,Ses01M_impro01_M022,fru,Okay.
1798,Ses01M_impro01_F021,ang,Do you know how long I've been working here? How long have you lived in California?
1799,Ses01M_impro01_M023,fru,If it makes you stop acting like a child.
1800,Ses01M_impro01_M024,xxx,I have been to California my whole--
1801,Ses01M_impro01_F022,ang,"Maybe you never been to the D.M.V. before, maybe you should get back in line.  You know what?  sit in line again and if you get my number ask for different one."
1802,Ses01M_impro01_M025,ang,I am not...I'm not getting to back that line.
1803,Ses01M_impro01_M026,fru,"Okay, okay let's keep our voices down, okay?  I didn't come here to get in yelling match."
1804,Ses01M_impro01_F023,xxx,I'm perfectly calm.
1805,Ses01M_impro01_M027,fru,"I did not come in here to get in a yelling match with you, all right?"
1806,Ses01M_impro01_F024,neu,Uh huh.  I didn't come here get in yelling match either.
1807,Ses01M_impro01_M028,fru,Just try and help me.
1808,Ses01M_impro01_F025,neu,They don't pay me enough to deal people like you.
1809,Ses01M_impro01_M029,xxx,"People like me, what is that supposed to mean?  You know, this is ridiculous.  Is there like a manager here, is there someone else that I can talk to?"
1810,Ses01M_impro01_F026,xxx,Why?
1811,Ses01M_impro01_M030,ang,Why?
1812,Ses01M_impro01_F027,xxx,Yeah.
1813,Ses01M_impro01_F028,xxx,"So you're not going to send me a thank you card, is that a problem? Is your are not going..."
1814,Ses01M_impro01_M031,ang,"Why, because I'm sick of talking to you."
1815,Ses01M_impro01_M032,ang,"'Cause you're obviously not talking to me, you're just yelling at me, berating me and telling me I can't fill out forms right."
1816,Ses01M_impro01_F029,xxx,"Oh, dear. Oh, boo-foo-woo, foo-foo."
1817,Ses01M_impro01_M033,fru,"Oh, no honey. And you're going to miss the Christmas card too. It's a shame. It's going to be a good, nice picture."
1818,Ses01M_impro01_F030,xxx,Sit back down.
1819,Ses02M_impro06_F000,xxx,What's going on?
1820,Ses02M_impro06_M000,sad,Kathy died last night.
1821,Ses02M_impro06_F001,sur,"Oh my God. Oh my God, I'm so sorry."
1822,Ses02M_impro06_M001,sad,"yeah, I mean, you know, it was a -"
1823,Ses02M_impro06_M002,sad,"I guess we saw it coming and she lasted a lot - a lot longer than, uh, they expected but you know, I mean when it actually happens it's just a lot harder."
1824,Ses02M_impro06_F002,sad,"It doesn't make any easier, yes."
1825,Ses02M_impro06_M003,sad,"I mean at least she was home, she wasn't in the hospital anymore,"
1826,Ses02M_impro06_F003,sad,"Oh, man. I'm so sorry."
1827,Ses02M_impro06_M004,sad,"She was with- yeah  She was with Gary, and he said that she was just sitting there and went to sleep, closed her eyes, and that was it."
1828,Ses02M_impro06_F004,sad,"It's going to be so rough, I'm sorry."
1829,Ses02M_impro06_M005,sad,"Yes. I mean, it's not as rough on me as it is on him but"
1830,Ses02M_impro06_M006,sad,"God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go"
1831,Ses02M_impro06_F005,sad,Yeah.
1832,Ses02M_impro06_M007,sad,"out to- out to dinner you know and do the troops to California, I mean."
1833,Ses02M_impro06_F006,sad,Totally.
1834,Ses02M_impro06_M008,sad,"It's just that- I don't know, it's sort it's sort- of a weird thing you know"
1835,Ses02M_impro06_F007,sad,Yeah
1836,Ses02M_impro06_M009,sad,"not being able to see anyone again, who knows where they really went, you know. I mean, I guess we can just hope that wherever they are now if it's anywhere that it's better I mean."
1837,Ses02M_impro06_F008,sad,"Yes. Well, at least you have a lot of good memories."
1838,Ses02M_impro06_M010,sad,She was [garbage]
1839,Ses02M_impro06_F009,sad,"She really cared about you, you know."
1840,Ses02M_impro06_M011,sad,"Yes, I mean she cared about all of us. She was great"
1841,Ses02M_impro06_M012,sad,so loving everybody you know.
1842,Ses02M_impro06_F010,sad,And she was
1843,Ses02M_impro06_M013,sad,"Gosh, I just hate I just hate to see her go."
1844,Ses02M_impro06_F011,sad,Yeah.
1845,Ses02M_impro06_M014,sad,We were all going take a trip to Europe you know.
1846,Ses02M_impro06_F012,sad,Even if you still do she'll- she'll be there.
1847,Ses02M_impro06_M015,sad,Yes.  [BREATHING] God.
1848,Ses02M_impro06_F013,sad,Are you going to be okay?
1849,Ses02M_impro06_M016,sad,"I just -- I just don't get it, like there is just nothing you can do about it you know, it's like just out of your control and it"
1850,Ses02M_impro06_M017,sad,"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own."
1851,Ses02M_impro06_M018,sad,Then she's gone.
1852,Ses02M_impro06_F014,sad,"It's going to be okay, I promise."
1853,Ses02M_impro06_M019,sad,"Well, you know I appreciate you coming over and talking to me, I mean it definitely helps"
1854,Ses02M_impro06_F015,sad,Sure
1855,Ses02M_impro06_M020,sad,to talk to somebody but
1856,Ses02M_impro06_F016,sad,you shouldn't be alone
1857,Ses02M_impro06_M021,sad,"It's just going to take a while, I think."
1858,Ses02M_impro06_F017,sad,Yes.
1859,Ses02M_impro06_M022,sad,Ah.
1860,Ses02M_impro06_M023,sad,Thank you.
1861,Ses02M_impro06_F018,sad,Yes.
1862,Ses02F_script03_1_M000,xxx,Good God.
1863,Ses02F_script03_1_F000,fea,Do you think it's them?
1864,Ses02F_script03_1_M001,neu,I wonder.
1865,Ses02F_script03_1_F001,fea,"Well, nobody know we're here except Freda and she wouldn't ring up."
1866,Ses02F_script03_1_M002,xxx,"Must be them, then."
1867,Ses02F_script03_1_F002,fea,What're we gonna do?
1868,Ses02F_script03_1_M003,xxx,"We're all right, darling, aren't we?  Whatever happens."
1869,Ses02F_script03_1_F003,xxx,"Now and always, sweet."
1870,Ses02F_script03_1_M004,neu,I don't care then.
1871,Ses02F_script03_1_F004,xxx,It was bound to come sooner or later.
1872,Ses02F_script03_1_M005,neu,Hello?  Hello?  What?  Wrong number.
1873,Ses02F_script03_1_F005,exc,"Ah, it send shivers up my spine."
1874,Ses02F_script03_1_M006,xxx,What do we do if they suddenly walk in on us?
1875,Ses02F_script03_1_F006,hap,Behave exquisitely.
1876,Ses02F_script03_1_M007,neu,With the most perfect poise?
1877,Ses02F_script03_1_F007,hap,"Oh, of course.  I shall probably do a court curtsy."
1878,Ses02F_script03_1_M008,neu,Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?
1879,Ses02F_script03_1_F008,hap,What's so horrible is that one can't stay happy.
1880,Ses02F_script03_1_M009,neu,"Oh, darling, don't say that."
1881,Ses02F_script03_1_F009,hap,It's true.  The whole business is a very poor joke.
1882,Ses02F_script03_1_M010,neu,"Meaning that sacred and beautiful thing, love?"
1883,Ses02F_script03_1_F010,hap,"Yes, meaning just that."
1884,Ses02F_script03_1_M011,xxx,"Oh, what does it all mean?  That's what I ask myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?"
1885,Ses02F_script03_1_F011,xxx,Don't laugh at me.  I'm serious.
1886,Ses02F_script03_1_M012,neu,"You mustn't be serious, my dear one.  That's just what they want."
1887,Ses02F_script03_1_F012,neu,Who's they?
1888,Ses02F_script03_1_M013,neu,All those futile moralists that try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.
1889,Ses02F_script03_1_M014,neu,Flippancy brings out the acid in their damn sweetness and light.
1890,Ses02F_script03_1_F013,neu,"If I laugh at everything, then I must laugh at us too."
1891,Ses02F_script03_1_M015,neu,"Certainly, you must.  We're figures of fun, alright."
1892,Ses02F_script03_1_F014,neu,"Well how long will it last us, this ludicrous overbearing love of ours."
1893,Ses02F_script03_1_M016,neu,Who knows.
1894,Ses02F_script03_1_F015,neu,"Well, shall we always want to bicker and fight?"
1895,Ses02F_script03_1_M017,neu,"No, that desire will fade.  Along with our passion."
1896,Ses02F_script03_1_F016,neu,"Oh, dear, shall we like that?"
1897,Ses02F_script03_1_M018,neu,Depends on how well we've played.
1898,Ses02F_script03_1_F017,neu,"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?"
1899,Ses02F_script03_1_M019,exc,Yes.  Yes. With all his might.
1900,Ses02F_script03_1_F018,xxx,"That's serious enough, isn't it?"
1901,Ses02F_script03_1_M020,exc,"No. No, it isn't.  Death is very laughable.  Such a cunning little mystery.  All done with mirrors."
1902,Ses02F_script03_1_F019,hap,"Darling, I believe you're talking nonsense."
1903,Ses02F_script03_1_M021,neu,So is everyone else in the long run.
1904,Ses02F_script03_1_M022,exc,"Let's be superficial and pity the poor philosophers.  Let's blow our trumpets and squeakers and enjoy the party as much as we can.  Like quite idiotic, very small school children.  Let's savor the delight of the moment."
1905,Ses02F_script03_1_M023,exc,"Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets."
1906,Ses02F_script03_1_F020,hap,"Elliott, worms don't pop."
1907,Ses02F_script03_1_M024,neu,"I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best."
1908,Ses02F_script03_1_F021,hap,"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you."
1909,Ses02F_script03_1_M025,neu,You remember that awful scene we had in Venice?
1910,Ses02F_script03_1_F022,hap,Which particular one?
1911,Ses02F_script03_1_M026,neu,The one when you bought that little painted wooden snake in the Piazza and put it on my bed.
1912,Ses02F_script03_1_F023,hap,Charles.  That was his name.  Charles.  He did wriggle so beautifully.
1913,Ses02F_script03_1_M027,xxx,"Ah, horrible thing.  I hated it."
1914,Ses02F_script03_1_F024,hap,"Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that."
1915,Ses02F_script03_1_M028,neu,How long did that row last?
1916,Ses02F_script03_1_F025,hap,It went in intermittently for days.
1917,Ses02F_script03_1_M029,neu,The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown.
1918,Ses02F_script03_1_F026,hap,It burned my comb too and all the towels in the bathroom.
1919,Ses02F_script03_1_M030,xxx,"That was a rouser, wasn't it?"
1920,Ses02F_script03_1_F027,neu,That was the first time you ever hit me.
1921,Ses02F_script03_1_M031,neu,I didn't hit you very hard.
1922,Ses02F_script03_1_F028,hap,"The manager came in and found us rolling around on the floor, biting and scratching like panthers."
1923,Ses02F_script03_1_M032,exc,"Oh, I'll never forget his face."
1924,Ses02F_script03_1_F029,exc,It was ridiculous.  Completely ridiculous.
1925,Ses02F_script03_1_M033,neu,We were very much younger then.
1926,Ses02F_script03_1_F030,xxx,And very much sillier.
1927,Ses02F_script03_1_M034,neu,"As a matter of fact, the real cause of that row was Peter Burden."
1928,Ses02M_script01_2_F000,ang,Why did he invite her here?
1929,Ses02M_script01_2_M000,xxx,Why does that bother you?
1930,Ses02M_script01_2_F001,ang,She's been in New York three and half years why all of a sudden-
1931,Ses02M_script01_2_M001,neu,"Well, maybe he just wanted to see her again."
1932,Ses02M_script01_2_F002,ang,Nobody comes seven hundred miles just to see.
1933,Ses02M_script01_2_M002,fru,"What do you mean? He lived next door to the girl all his life, why wouldn't he want to see her again?"
1934,Ses02M_script01_2_M003,fru,"Don't look at me like that, he didn't tell me any more than he told you."
1935,Ses02M_script01_2_F003,ang,He's not going to marry her.
1936,Ses02M_script01_2_M004,neu,How do you know he's even thinking of it?
1937,Ses02M_script01_2_F004,xxx,It's got that all about it.
1938,Ses02M_script01_2_M005,neu,"Well, so what?"
1939,Ses02M_script01_2_F005,ang,What's going on here Joe?
1940,Ses02M_script01_2_M006,xxx,"All right. Now, listen kid-"
1941,Ses02M_script01_2_F006,ang,-She's not his girl Joe; she knows she's not.
1942,Ses02M_script01_2_M007,neu,You can't read her mind.
1943,Ses02M_script01_2_F007,fru,"Then why is she still single, I mean New York is full of men, why isn't she married? Probably a hundred people told her she's crazy but she's waited."
1944,Ses02M_script01_2_M008,fru,How do you know why she has waited?
1945,Ses02M_script01_2_F008,fru,"She knows what I know, that's why. She's faithful as a rock. In my worst moments I think of her waiting and I know again that I'm right."
1946,Ses02M_script01_2_M009,fru,"Look it's a nice day, what are we arguing for?"
1947,Ses02M_script01_2_F009,fru,"Nobody in this house dares take her faith away Joe. Strangers might, but not his father, not his brother."
1948,Ses02M_script01_2_M010,fru,What do you want me to do about it?
1949,Ses02M_script01_2_F010,ang,"I want you to act like he's coming back, both of you. Don't you think I haven't noticed since he invited her, I won't stand for any nonsense"
1950,Ses02M_script01_2_M011,fru,But Kate
1951,Ses02M_script01_2_F011,fru,"Because if he's not coming back, I'll kill myself. And laugh -- laugh at me but"
1952,Ses02M_script01_2_F012,xxx,"why did that happen the very night she came back she sleeps in his room and suddenly his memorial breaks to pieces, just look at it, look."
1953,Ses02M_script01_2_M012,fru,Calm yourself.
1954,Ses02M_script01_2_F013,sad,I need you to believe with me; I can't stand all alone.
1955,Ses02M_script01_2_M013,fru,Calm yourself.
1956,Ses02M_script01_2_F014,fru,"Even last week there was a man who showed up in Detroit missing longer than Larry, you read it yourself."
1957,Ses02M_script01_2_M014,fru,All right. All right. Calm yourself.
1958,Ses02M_script01_2_F015,fru,Just you above all need to believe.
