name,label,state
dia260_utt2,surprise,train
dia260_utt4,sadness,train
dia260_utt5,sadness,train
dia260_utt6,sadness,train
dia260_utt7,sadness,train
dia260_utt8,neutral,train
dia260_utt9,neutral,train
dia260_utt10,fear,train
dia260_utt11,anger,train
dia261_utt0,surprise,train
dia261_utt1,surprise,train
dia261_utt2,neutral,train
dia261_utt3,joy,train
dia261_utt4,anger,train
dia261_utt5,anger,train
dia261_utt6,neutral,train
dia261_utt7,surprise,train
dia261_utt8,sadness,train
dia262_utt0,neutral,train
dia262_utt1,neutral,train
dia262_utt2,neutral,train
dia262_utt3,sadness,train
dia263_utt0,surprise,train
dia263_utt1,surprise,train
dia263_utt2,neutral,train
dia263_utt3,surprise,train
dia263_utt4,neutral,train
dia263_utt5,neutral,train
dia263_utt6,joy,train
dia263_utt7,disgust,train
dia263_utt8,joy,train
dia264_utt0,neutral,train
dia264_utt1,neutral,train
dia264_utt2,surprise,train
dia264_utt3,neutral,train
dia264_utt4,joy,train
dia264_utt5,neutral,train
dia264_utt6,neutral,train
dia264_utt7,anger,train
dia264_utt8,fear,train
dia264_utt9,neutral,train
dia264_utt10,neutral,train
dia264_utt11,neutral,train
dia264_utt12,neutral,train
dia264_utt13,neutral,train
dia264_utt14,neutral,train
dia264_utt15,joy,train
dia264_utt16,neutral,train
dia264_utt17,neutral,train
dia264_utt18,neutral,train
dia265_utt0,anger,train
dia265_utt1,neutral,train
dia265_utt2,anger,train
dia265_utt3,neutral,train
dia265_utt4,sadness,train
dia266_utt0,neutral,train
dia267_utt0,neutral,train
dia268_utt0,surprise,train
dia268_utt1,neutral,train
dia269_utt0,neutral,train
dia269_utt1,surprise,train
dia270_utt0,neutral,train
dia270_utt1,joy,train
dia270_utt2,joy,train
dia270_utt3,neutral,train
dia271_utt0,surprise,train
dia271_utt1,joy,train
dia271_utt2,joy,train
dia271_utt3,joy,train
dia271_utt4,joy,train
dia271_utt5,surprise,train
dia271_utt6,neutral,train
dia271_utt7,neutral,train
dia271_utt8,neutral,train
dia271_utt9,anger,train
dia271_utt10,neutral,train
dia272_utt0,fear,train
dia272_utt1,surprise,train
dia272_utt2,anger,train
dia272_utt3,anger,train
dia272_utt4,neutral,train
dia272_utt5,neutral,train
dia272_utt6,neutral,train
dia272_utt7,joy,train
dia272_utt8,anger,train
dia273_utt0,neutral,train
dia273_utt1,anger,train
dia273_utt2,sadness,train
dia273_utt3,sadness,train
dia273_utt4,sadness,train
dia273_utt5,neutral,train
dia273_utt6,neutral,train
dia273_utt7,surprise,train
dia273_utt8,anger,train
dia273_utt9,surprise,train
dia273_utt10,neutral,train
dia273_utt11,neutral,train
dia273_utt12,neutral,train
dia273_utt13,joy,train
dia273_utt14,neutral,train
dia273_utt15,neutral,train
dia273_utt16,neutral,train
dia273_utt17,disgust,train
dia273_utt18,surprise,train
dia274_utt0,surprise,train
dia274_utt1,surprise,train
dia274_utt2,surprise,train
dia274_utt3,disgust,train
dia274_utt4,neutral,train
dia274_utt5,joy,train
dia274_utt6,anger,train
dia274_utt7,anger,train
dia274_utt8,fear,train
dia274_utt9,joy,train
dia274_utt10,fear,train
dia274_utt11,surprise,train
dia274_utt12,fear,train
dia275_utt0,anger,train
dia275_utt1,anger,train
dia275_utt2,neutral,train
dia275_utt3,fear,train
dia275_utt4,anger,train
dia275_utt5,fear,train
dia275_utt6,neutral,train
dia275_utt7,neutral,train
dia275_utt8,neutral,train
dia275_utt9,surprise,train
dia275_utt10,fear,train
dia275_utt11,anger,train
dia275_utt12,disgust,train
dia275_utt13,surprise,train
dia275_utt14,disgust,train
dia275_utt15,fear,train
dia275_utt16,anger,train
dia276_utt0,joy,train
dia276_utt2,anger,train
dia276_utt3,neutral,train
dia277_utt0,neutral,train
dia277_utt1,neutral,train
dia277_utt2,neutral,train
dia277_utt3,anger,train
dia277_utt4,neutral,train
dia277_utt5,neutral,train
dia277_utt6,neutral,train
dia278_utt0,neutral,train
dia278_utt1,joy,train
dia278_utt2,joy,train
dia278_utt3,neutral,train
dia278_utt4,sadness,train
dia278_utt5,joy,train
dia278_utt6,neutral,train
dia278_utt7,joy,train
dia278_utt8,joy,train
dia279_utt0,surprise,train
dia279_utt1,sadness,train
dia279_utt2,anger,train
dia279_utt3,fear,train
dia279_utt4,anger,train
dia279_utt5,neutral,train
dia279_utt6,surprise,train
dia279_utt7,neutral,train
dia279_utt8,neutral,train
dia279_utt9,joy,train
dia279_utt10,neutral,train
dia279_utt11,joy,train
dia279_utt12,neutral,train
dia279_utt13,anger,train
dia279_utt14,neutral,train
dia279_utt15,fear,train
dia280_utt0,neutral,train
dia280_utt1,anger,train
dia280_utt2,neutral,train
dia281_utt0,joy,train
dia281_utt1,joy,train
dia281_utt2,neutral,train
dia281_utt3,neutral,train
dia281_utt4,surprise,train
dia281_utt5,neutral,train
dia281_utt6,disgust,train
dia281_utt7,neutral,train
dia281_utt8,disgust,train
dia281_utt9,neutral,train
dia281_utt10,surprise,train
dia282_utt0,joy,train
dia282_utt1,neutral,train
dia282_utt2,joy,train
dia283_utt0,disgust,train
dia283_utt1,neutral,train
dia283_utt2,disgust,train
dia283_utt3,neutral,train
dia283_utt4,neutral,train
dia283_utt5,neutral,train
dia283_utt6,disgust,train
dia284_utt0,neutral,train
dia284_utt1,neutral,train
dia284_utt2,neutral,train
dia285_utt0,neutral,train
dia285_utt1,joy,train
dia285_utt2,neutral,train
dia285_utt3,joy,train
dia285_utt4,neutral,train
dia285_utt5,neutral,train
dia285_utt6,neutral,train
dia285_utt7,anger,train
dia285_utt8,neutral,train
dia285_utt9,surprise,train
dia285_utt10,neutral,train
dia285_utt11,neutral,train
dia285_utt13,neutral,train
dia285_utt14,neutral,train
dia285_utt15,neutral,train
dia285_utt16,neutral,train
dia286_utt0,neutral,train
dia286_utt1,neutral,train
dia286_utt2,neutral,train
dia286_utt3,neutral,train
dia287_utt0,neutral,train
dia287_utt1,sadness,train
dia287_utt2,anger,train
dia287_utt3,neutral,train
dia287_utt4,anger,train
dia287_utt5,neutral,train
dia287_utt6,neutral,train
dia287_utt8,neutral,train
dia287_utt9,neutral,train
dia287_utt10,neutral,train
dia287_utt11,neutral,train
dia287_utt12,joy,train
dia288_utt0,joy,train
dia288_utt1,neutral,train
dia288_utt2,surprise,train
dia288_utt3,surprise,train
dia288_utt4,neutral,train
dia288_utt5,neutral,train
dia288_utt6,anger,train
dia288_utt7,joy,train
dia288_utt8,joy,train
dia288_utt9,neutral,train
dia288_utt10,neutral,train
dia288_utt11,surprise,train
dia288_utt12,surprise,train
dia288_utt13,neutral,train
dia288_utt14,surprise,train
dia288_utt15,joy,train
dia288_utt16,neutral,train
dia288_utt17,neutral,train
dia288_utt18,neutral,train
dia288_utt19,neutral,train
dia288_utt20,joy,train
dia289_utt1,fear,train
dia289_utt2,neutral,train
dia289_utt3,sadness,train
dia289_utt4,sadness,train
dia289_utt5,neutral,train
dia290_utt0,sadness,train
dia291_utt0,sadness,train
dia291_utt1,sadness,train
dia292_utt0,neutral,train
dia292_utt1,sadness,train
dia292_utt2,neutral,train
dia292_utt3,neutral,train
dia292_utt4,sadness,train
dia292_utt5,neutral,train
dia293_utt0,surprise,train
dia293_utt1,surprise,train
dia293_utt2,fear,train
dia293_utt3,neutral,train
dia293_utt4,fear,train
dia293_utt5,neutral,train
dia293_utt6,neutral,train
dia293_utt7,neutral,train
dia293_utt8,joy,train
dia293_utt9,neutral,train
dia293_utt10,sadness,train
dia293_utt11,neutral,train
dia293_utt12,joy,train
dia294_utt0,joy,train
dia294_utt1,neutral,train
dia295_utt0,surprise,train
dia295_utt1,neutral,train
dia295_utt2,surprise,train
dia295_utt3,surprise,train
dia295_utt4,sadness,train
dia295_utt5,anger,train
dia295_utt6,anger,train
dia295_utt7,anger,train
dia295_utt8,anger,train
dia295_utt9,anger,train
dia295_utt10,anger,train
dia295_utt11,anger,train
dia295_utt12,surprise,train
dia295_utt13,anger,train
dia295_utt14,joy,train
dia295_utt15,neutral,train
dia295_utt16,anger,train
dia295_utt17,anger,train
dia295_utt18,anger,train
dia295_utt19,anger,train
dia295_utt20,anger,train
dia295_utt21,anger,train
dia296_utt0,neutral,train
dia296_utt1,neutral,train
dia296_utt2,neutral,train
dia296_utt3,surprise,train
dia296_utt4,neutral,train
dia296_utt5,anger,train
dia296_utt6,neutral,train
dia296_utt7,neutral,train
dia296_utt8,neutral,train
dia296_utt9,neutral,train
dia296_utt10,neutral,train
dia296_utt11,joy,train
dia296_utt12,neutral,train
dia296_utt13,neutral,train
dia296_utt14,surprise,train
dia296_utt15,surprise,train
dia296_utt16,neutral,train
dia296_utt17,surprise,train
dia296_utt18,neutral,train
dia296_utt19,surprise,train
dia296_utt20,neutral,train
dia297_utt0,neutral,train
dia297_utt1,joy,train
dia297_utt2,anger,train
dia297_utt3,neutral,train
dia297_utt4,joy,train
dia297_utt5,neutral,train
dia297_utt6,joy,train
dia297_utt7,neutral,train
dia297_utt8,joy,train
dia297_utt9,neutral,train
dia298_utt0,anger,train
dia298_utt1,anger,train
dia298_utt2,joy,train
dia298_utt3,neutral,train
dia298_utt4,sadness,train
dia298_utt5,anger,train
dia298_utt6,anger,train
dia299_utt0,neutral,train
dia299_utt1,neutral,train
dia299_utt2,neutral,train
dia299_utt3,neutral,train
dia300_utt0,joy,train
dia300_utt1,neutral,train
dia300_utt2,neutral,train
dia300_utt3,anger,train
dia300_utt4,surprise,train
dia300_utt5,disgust,train
dia300_utt6,neutral,train
dia300_utt7,neutral,train
dia300_utt8,disgust,train
dia300_utt9,anger,train
dia300_utt10,anger,train
dia300_utt11,neutral,train
dia300_utt12,fear,train
dia300_utt15,neutral,train
dia301_utt0,fear,train
dia301_utt1,fear,train
dia301_utt2,fear,train
dia301_utt3,neutral,train
dia301_utt4,fear,train
dia301_utt6,neutral,train
dia301_utt7,neutral,train
dia301_utt8,anger,train
dia301_utt9,surprise,train
dia301_utt10,neutral,train
dia301_utt11,joy,train
dia301_utt12,disgust,train
dia301_utt13,neutral,train
dia301_utt14,surprise,train
dia301_utt15,fear,train
dia301_utt16,sadness,train
dia302_utt0,neutral,train
dia302_utt1,sadness,train
dia302_utt2,fear,train
dia302_utt3,anger,train
dia302_utt4,neutral,train
dia302_utt5,surprise,train
dia302_utt6,neutral,train
dia302_utt7,neutral,train
dia302_utt8,neutral,train
dia302_utt9,surprise,train
dia302_utt10,neutral,train
dia303_utt0,anger,train
dia303_utt1,neutral,train
dia304_utt0,neutral,train
dia304_utt1,neutral,train
dia304_utt2,neutral,train
dia304_utt3,neutral,train
dia304_utt4,neutral,train
dia304_utt5,surprise,train
dia304_utt6,neutral,train
dia304_utt7,neutral,train
dia304_utt8,anger,train
dia304_utt9,anger,train
dia304_utt10,anger,train
dia305_utt0,joy,train
dia305_utt1,neutral,train
dia305_utt2,fear,train
dia305_utt3,neutral,train
dia305_utt4,neutral,train
dia305_utt5,joy,train
dia305_utt6,neutral,train
dia305_utt7,neutral,train
dia305_utt8,neutral,train
dia305_utt9,surprise,train
dia305_utt10,neutral,train
dia305_utt11,neutral,train
dia305_utt12,joy,train
dia305_utt13,joy,train
dia305_utt14,joy,train
dia306_utt0,joy,train
dia306_utt1,joy,train
dia306_utt2,sadness,train
dia306_utt3,joy,train
dia306_utt4,neutral,train
dia306_utt5,joy,train
dia306_utt6,joy,train
dia306_utt7,neutral,train
dia307_utt0,neutral,train
dia307_utt1,joy,train
dia307_utt2,sadness,train
dia307_utt3,neutral,train
dia307_utt4,neutral,train
dia307_utt5,neutral,train
dia307_utt6,neutral,train
dia307_utt7,neutral,train
dia307_utt8,surprise,train
dia307_utt9,neutral,train
dia307_utt10,neutral,train
dia307_utt11,neutral,train
dia307_utt12,neutral,train
dia308_utt0,neutral,train
dia308_utt1,joy,train
dia308_utt2,neutral,train
dia308_utt3,neutral,train
dia308_utt4,neutral,train
dia308_utt5,neutral,train
dia309_utt0,joy,train
dia309_utt1,surprise,train
dia309_utt2,joy,train
dia309_utt3,neutral,train
dia309_utt4,neutral,train
dia310_utt0,neutral,train
dia310_utt1,neutral,train
dia310_utt2,joy,train
dia310_utt3,sadness,train
dia310_utt4,neutral,train
dia310_utt5,surprise,train
dia310_utt6,sadness,train
dia311_utt0,neutral,train
dia311_utt1,joy,train
dia311_utt2,joy,train
dia311_utt3,joy,train
dia311_utt4,neutral,train
dia311_utt5,joy,train
dia311_utt6,neutral,train
dia311_utt7,joy,train
dia311_utt8,surprise,train
dia311_utt9,neutral,train
dia311_utt10,surprise,train
dia311_utt11,neutral,train
dia311_utt12,neutral,train
dia312_utt0,neutral,train
dia312_utt1,anger,train
dia312_utt2,anger,train
dia312_utt3,neutral,train
dia312_utt4,sadness,train
dia312_utt5,sadness,train
dia312_utt6,neutral,train
dia312_utt7,surprise,train
dia312_utt8,surprise,train
dia312_utt9,anger,train
dia312_utt10,surprise,train
dia312_utt11,neutral,train
dia312_utt12,sadness,train
dia312_utt13,sadness,train
dia312_utt14,neutral,train
dia312_utt15,neutral,train
dia312_utt16,neutral,train
dia312_utt17,anger,train
dia312_utt18,sadness,train
dia312_utt19,neutral,train
dia312_utt20,neutral,train
dia312_utt21,sadness,train
dia313_utt0,neutral,train
dia313_utt1,neutral,train
dia313_utt2,neutral,train
dia313_utt3,joy,train
dia314_utt0,joy,train
dia314_utt1,joy,train
dia314_utt2,joy,train
dia314_utt3,neutral,train
dia314_utt4,joy,train
dia314_utt5,joy,train
dia314_utt7,neutral,train
dia314_utt8,neutral,train
dia314_utt9,joy,train
dia314_utt10,neutral,train
dia314_utt11,neutral,train
dia314_utt12,neutral,train
dia315_utt0,neutral,train
dia315_utt1,neutral,train
dia315_utt2,joy,train
dia315_utt3,joy,train
dia315_utt4,anger,train
dia315_utt5,neutral,train
dia315_utt6,joy,train
dia315_utt7,joy,train
dia315_utt8,joy,train
dia315_utt9,joy,train
dia316_utt0,neutral,train
dia316_utt1,neutral,train
dia316_utt2,sadness,train
dia316_utt3,neutral,train
dia316_utt4,fear,train
dia316_utt5,anger,train
dia316_utt6,joy,train
dia316_utt7,neutral,train
dia316_utt8,neutral,train
dia317_utt0,neutral,train
dia317_utt1,joy,train
dia317_utt2,neutral,train
dia317_utt3,anger,train
dia317_utt4,neutral,train
dia317_utt5,joy,train
dia317_utt6,joy,train
dia317_utt7,joy,train
dia317_utt8,surprise,train
dia317_utt9,anger,train
dia317_utt10,anger,train
dia317_utt11,neutral,train
dia317_utt12,anger,train
dia317_utt13,anger,train
dia317_utt14,anger,train
dia317_utt15,anger,train
dia318_utt0,neutral,train
dia318_utt1,neutral,train
dia318_utt2,neutral,train
dia318_utt3,neutral,train
dia318_utt4,neutral,train
dia319_utt0,neutral,train
dia319_utt1,joy,train
dia319_utt2,neutral,train
dia319_utt3,neutral,train
dia319_utt4,neutral,train
dia319_utt5,neutral,train
dia319_utt6,anger,train
dia319_utt7,surprise,train
dia319_utt8,sadness,train
dia319_utt9,neutral,train
dia319_utt10,neutral,train
dia319_utt11,neutral,train
dia319_utt12,neutral,train
dia319_utt13,surprise,train
dia319_utt14,joy,train
dia319_utt15,surprise,train
dia319_utt16,neutral,train
dia319_utt17,joy,train
dia319_utt18,neutral,train
dia319_utt19,joy,train
dia319_utt20,joy,train
dia319_utt21,neutral,train
dia319_utt22,disgust,train
dia320_utt0,neutral,train
dia320_utt1,neutral,train
dia320_utt2,neutral,train
dia320_utt3,surprise,train
dia320_utt4,sadness,train
dia320_utt5,joy,train
dia320_utt6,sadness,train
dia320_utt7,surprise,train
dia320_utt8,sadness,train
dia320_utt9,neutral,train
dia320_utt10,neutral,train
dia320_utt11,neutral,train
dia320_utt12,surprise,train
dia320_utt13,sadness,train
dia320_utt14,neutral,train
dia320_utt15,neutral,train
dia320_utt16,surprise,train
dia320_utt17,joy,train
dia321_utt0,joy,train
dia321_utt1,joy,train
dia321_utt2,joy,train
dia321_utt3,neutral,train
dia321_utt4,surprise,train
dia321_utt5,neutral,train
dia321_utt6,surprise,train
dia321_utt7,joy,train
dia321_utt8,surprise,train
dia321_utt9,neutral,train
dia321_utt10,disgust,train
dia321_utt11,disgust,train
dia322_utt0,disgust,train
dia322_utt1,surprise,train
dia323_utt0,sadness,train
dia324_utt0,neutral,train
dia324_utt1,surprise,train
dia324_utt2,neutral,train
dia324_utt3,neutral,train
dia324_utt4,neutral,train
dia324_utt5,neutral,train
dia324_utt6,neutral,train
dia324_utt7,neutral,train
dia325_utt0,neutral,train
dia326_utt0,sadness,train
dia326_utt1,surprise,train
dia326_utt2,surprise,train
dia326_utt3,neutral,train
dia326_utt4,surprise,train
dia326_utt5,fear,train
dia326_utt6,joy,train
dia326_utt7,neutral,train
dia326_utt8,neutral,train
dia327_utt0,anger,train
dia327_utt1,neutral,train
dia327_utt2,surprise,train
dia327_utt3,neutral,train
dia327_utt4,joy,train
dia327_utt5,neutral,train
dia327_utt6,anger,train
dia327_utt7,neutral,train
dia328_utt0,anger,train
dia328_utt1,anger,train
dia328_utt2,anger,train
dia328_utt3,neutral,train
dia328_utt4,anger,train
dia328_utt5,neutral,train
dia328_utt6,joy,train
dia328_utt7,joy,train
dia328_utt8,sadness,train
dia329_utt0,joy,train
dia329_utt1,anger,train
dia329_utt2,neutral,train
dia329_utt3,joy,train
dia329_utt4,anger,train
dia329_utt5,surprise,train
dia329_utt6,neutral,train
dia329_utt7,anger,train
dia329_utt8,neutral,train
dia329_utt9,anger,train
dia329_utt10,neutral,train
dia330_utt0,neutral,train
dia330_utt1,neutral,train
dia330_utt3,neutral,train
dia331_utt0,anger,train
dia331_utt1,neutral,train
dia331_utt2,neutral,train
dia331_utt4,sadness,train
dia331_utt5,neutral,train
dia331_utt6,neutral,train
dia331_utt7,neutral,train
dia331_utt8,joy,train
dia331_utt9,joy,train
dia332_utt0,surprise,train
dia332_utt1,neutral,train
dia332_utt2,neutral,train
dia332_utt3,neutral,train
dia332_utt4,neutral,train
dia332_utt5,joy,train
dia332_utt6,neutral,train
dia332_utt7,anger,train
dia332_utt8,neutral,train
dia332_utt9,neutral,train
dia332_utt10,neutral,train
dia332_utt11,surprise,train
dia332_utt12,anger,train
dia332_utt13,surprise,train
dia332_utt14,surprise,train
dia332_utt15,neutral,train
dia333_utt0,neutral,train
dia333_utt1,neutral,train
dia333_utt2,surprise,train
dia333_utt3,neutral,train
dia333_utt4,neutral,train
dia334_utt0,joy,train
dia334_utt1,neutral,train
dia334_utt2,sadness,train
dia334_utt3,neutral,train
dia334_utt4,neutral,train
dia334_utt5,neutral,train
dia334_utt6,neutral,train
dia334_utt7,neutral,train
dia334_utt8,neutral,train
dia334_utt9,neutral,train
dia334_utt10,neutral,train
dia334_utt11,neutral,train
dia334_utt12,neutral,train
dia335_utt0,neutral,train
dia335_utt1,joy,train
dia335_utt2,neutral,train
dia335_utt3,neutral,train
dia336_utt0,surprise,train
dia336_utt1,joy,train
dia336_utt2,neutral,train
dia336_utt3,neutral,train
dia336_utt4,surprise,train
dia336_utt6,sadness,train
dia336_utt7,anger,train
dia336_utt8,fear,train
dia336_utt9,sadness,train
dia336_utt10,disgust,train
dia336_utt11,sadness,train
dia336_utt12,neutral,train
dia336_utt13,surprise,train
dia336_utt14,surprise,train
dia336_utt15,joy,train
dia336_utt16,joy,train
dia336_utt17,joy,train
dia336_utt18,joy,train
dia336_utt19,neutral,train
dia336_utt20,surprise,train
dia336_utt21,joy,train
dia337_utt0,neutral,train
dia337_utt1,surprise,train
dia337_utt2,neutral,train
dia337_utt3,surprise,train
dia337_utt4,joy,train
dia337_utt5,joy,train
dia337_utt6,sadness,train
dia337_utt7,surprise,train
dia337_utt8,neutral,train
dia337_utt9,surprise,train
dia337_utt10,neutral,train
dia337_utt11,neutral,train
dia337_utt12,neutral,train
dia337_utt13,neutral,train
dia337_utt14,surprise,train
dia337_utt15,sadness,train
dia337_utt16,surprise,train
dia337_utt17,neutral,train
dia337_utt18,anger,train
dia337_utt19,neutral,train
dia338_utt0,neutral,train
dia338_utt1,joy,train
dia338_utt2,neutral,train
dia338_utt3,surprise,train
dia338_utt4,joy,train
dia338_utt5,neutral,train
dia338_utt6,neutral,train
dia338_utt7,neutral,train
dia338_utt8,joy,train
dia338_utt9,neutral,train
dia338_utt10,neutral,train
dia338_utt11,neutral,train
dia338_utt12,neutral,train
dia338_utt13,neutral,train
dia338_utt14,neutral,train
dia338_utt15,neutral,train
dia338_utt16,neutral,train
dia339_utt0,neutral,train
dia339_utt1,neutral,train
dia339_utt3,anger,train
dia339_utt4,joy,train
dia340_utt0,neutral,train
dia341_utt0,neutral,train
dia342_utt0,neutral,train
dia342_utt1,neutral,train
dia342_utt2,neutral,train
dia342_utt3,neutral,train
dia342_utt4,neutral,train
dia342_utt5,joy,train
dia342_utt6,anger,train
dia342_utt7,joy,train
dia342_utt8,neutral,train
dia342_utt9,neutral,train
dia342_utt10,anger,train
dia342_utt11,neutral,train
dia342_utt12,neutral,train
dia342_utt13,anger,train
dia342_utt14,neutral,train
dia342_utt15,joy,train
dia342_utt16,surprise,train
dia342_utt17,joy,train
dia342_utt18,neutral,train
dia342_utt19,neutral,train
dia343_utt0,surprise,train
dia344_utt0,joy,train
dia344_utt1,neutral,train
dia344_utt2,neutral,train
dia344_utt3,neutral,train
dia344_utt4,surprise,train
dia344_utt6,joy,train
dia344_utt7,joy,train
dia344_utt8,fear,train
dia344_utt9,neutral,train
dia344_utt10,surprise,train
dia344_utt11,joy,train
dia344_utt12,joy,train
dia344_utt13,neutral,train
dia344_utt14,surprise,train
dia344_utt15,disgust,train
dia345_utt0,neutral,train
dia345_utt1,neutral,train
dia345_utt2,joy,train
dia345_utt3,neutral,train
dia345_utt4,joy,train
dia346_utt0,joy,train
dia346_utt1,surprise,train
dia346_utt2,surprise,train
dia346_utt3,neutral,train
dia346_utt4,neutral,train
dia346_utt5,surprise,train
dia346_utt6,neutral,train
dia347_utt0,sadness,train
dia347_utt1,neutral,train
dia347_utt2,surprise,train
dia347_utt3,neutral,train
dia347_utt4,sadness,train
dia347_utt5,neutral,train
dia347_utt6,surprise,train
dia347_utt7,sadness,train
dia347_utt8,surprise,train
dia347_utt9,sadness,train
dia347_utt10,sadness,train
dia347_utt11,neutral,train
dia348_utt0,joy,train
dia348_utt1,joy,train
dia348_utt2,joy,train
dia348_utt4,neutral,train
dia349_utt0,joy,train
dia349_utt1,joy,train
dia349_utt2,joy,train
dia349_utt3,neutral,train
dia349_utt4,joy,train
dia349_utt6,neutral,train
dia349_utt7,sadness,train
dia349_utt8,neutral,train
dia349_utt9,neutral,train
dia349_utt10,joy,train
dia349_utt11,surprise,train
dia350_utt0,neutral,train
dia350_utt1,joy,train
dia350_utt2,joy,train
dia350_utt3,joy,train
dia350_utt4,neutral,train
dia350_utt5,neutral,train
dia350_utt6,neutral,train
dia350_utt7,neutral,train
dia351_utt0,anger,train
dia351_utt1,surprise,train
dia351_utt2,surprise,train
dia351_utt3,anger,train
dia351_utt4,fear,train
dia351_utt5,anger,train
dia351_utt6,fear,train
dia351_utt7,surprise,train
dia351_utt8,joy,train
dia351_utt9,anger,train
dia351_utt10,anger,train
dia351_utt11,joy,train
dia351_utt12,anger,train
dia351_utt13,anger,train
dia351_utt14,surprise,train
dia351_utt15,joy,train
dia352_utt0,neutral,train
dia352_utt1,anger,train
dia352_utt2,joy,train
dia352_utt3,anger,train
dia352_utt4,neutral,train
dia352_utt5,joy,train
dia352_utt6,surprise,train
dia353_utt0,neutral,train
dia353_utt1,neutral,train
dia354_utt0,neutral,train
dia354_utt1,neutral,train
dia354_utt2,neutral,train
dia354_utt3,neutral,train
dia354_utt4,neutral,train
dia354_utt5,neutral,train
dia354_utt6,neutral,train
dia354_utt7,surprise,train
dia354_utt8,joy,train
dia354_utt9,neutral,train
dia354_utt10,joy,train
dia354_utt11,neutral,train
dia354_utt12,neutral,train
dia354_utt13,neutral,train
dia354_utt14,anger,train
dia354_utt15,neutral,train
dia354_utt16,neutral,train
dia355_utt0,sadness,train
dia355_utt1,neutral,train
dia355_utt2,neutral,train
dia355_utt3,joy,train
dia355_utt4,neutral,train
dia356_utt0,sadness,train
dia356_utt1,surprise,train
dia356_utt2,neutral,train
dia356_utt3,surprise,train
dia356_utt4,neutral,train
dia356_utt5,neutral,train
dia356_utt6,sadness,train
dia356_utt7,joy,train
dia356_utt8,neutral,train
dia356_utt9,sadness,train
dia356_utt10,anger,train
dia356_utt11,surprise,train
dia356_utt12,neutral,train
dia356_utt13,joy,train
dia356_utt14,neutral,train
dia356_utt15,neutral,train
dia356_utt16,neutral,train
dia356_utt17,anger,train
dia356_utt18,neutral,train
dia356_utt19,neutral,train
dia356_utt20,fear,train
dia356_utt21,anger,train
dia356_utt22,neutral,train
dia357_utt1,surprise,train
dia357_utt2,neutral,train
dia357_utt3,surprise,train
dia358_utt0,neutral,train
dia358_utt1,neutral,train
dia358_utt2,neutral,train
dia358_utt3,sadness,train
dia358_utt4,neutral,train
dia358_utt5,neutral,train
dia358_utt6,fear,train
dia358_utt7,neutral,train
dia358_utt8,surprise,train
dia358_utt9,anger,train
dia358_utt10,joy,train
dia358_utt11,surprise,train
dia358_utt12,neutral,train
dia358_utt13,surprise,train
dia358_utt14,sadness,train
dia358_utt15,neutral,train
dia358_utt16,neutral,train
dia358_utt17,neutral,train
dia358_utt18,sadness,train
dia359_utt0,surprise,train
dia359_utt1,neutral,train
dia359_utt3,sadness,train
dia359_utt4,joy,train
dia359_utt5,joy,train
dia359_utt6,sadness,train
dia360_utt0,sadness,train
dia360_utt1,sadness,train
dia360_utt2,neutral,train
dia360_utt3,neutral,train
dia360_utt4,neutral,train
dia360_utt5,neutral,train
dia361_utt0,neutral,train
dia361_utt1,neutral,train
dia361_utt2,neutral,train
dia361_utt3,surprise,train
dia361_utt4,neutral,train
dia361_utt5,neutral,train
dia361_utt6,joy,train
dia361_utt7,surprise,train
dia361_utt8,neutral,train
dia361_utt9,disgust,train
dia361_utt10,joy,train
dia361_utt11,joy,train
dia361_utt12,neutral,train
dia361_utt13,neutral,train
dia361_utt14,neutral,train
dia362_utt0,sadness,train
dia362_utt1,neutral,train
dia362_utt2,neutral,train
dia362_utt3,sadness,train
dia362_utt4,neutral,train
dia362_utt5,sadness,train
dia362_utt6,neutral,train
dia362_utt7,surprise,train
dia362_utt8,neutral,train
dia362_utt9,surprise,train
dia363_utt0,neutral,train
dia363_utt1,neutral,train
dia364_utt0,neutral,train
dia365_utt0,neutral,train
dia365_utt1,neutral,train
dia365_utt2,neutral,train
dia365_utt3,neutral,train
dia365_utt4,neutral,train
dia365_utt5,sadness,train
dia365_utt6,anger,train
dia365_utt7,neutral,train
dia365_utt8,neutral,train
dia365_utt9,neutral,train
dia365_utt10,neutral,train
dia365_utt11,neutral,train
dia365_utt12,neutral,train
dia365_utt13,surprise,train
dia365_utt14,anger,train
dia366_utt0,neutral,train
dia366_utt1,neutral,train
dia366_utt2,anger,train
dia366_utt3,neutral,train
dia366_utt4,surprise,train
dia366_utt5,anger,train
dia366_utt6,sadness,train
dia366_utt7,sadness,train
dia366_utt8,surprise,train
dia366_utt9,anger,train
dia366_utt10,neutral,train
dia366_utt11,neutral,train
dia366_utt12,neutral,train
dia366_utt13,fear,train
dia366_utt14,neutral,train
dia366_utt15,surprise,train
dia366_utt16,neutral,train
dia366_utt17,neutral,train
dia366_utt18,neutral,train
dia367_utt0,anger,train
dia367_utt1,neutral,train
dia367_utt2,joy,train
dia367_utt3,neutral,train
dia367_utt4,neutral,train
dia367_utt5,surprise,train
dia367_utt6,surprise,train
dia367_utt7,neutral,train
dia367_utt8,joy,train
dia367_utt9,surprise,train
dia367_utt10,neutral,train
dia367_utt11,surprise,train
dia367_utt13,neutral,train
dia367_utt14,neutral,train
dia367_utt15,surprise,train
